Facility_Id,City,State,Zip_Code,Address,County,Industry_Type_Sectors,Total_reported_direct_emissions,CO2_emissions_nonbiogenic ,Methane_CH4_ emissions 
1000112,BROOKLYN,NY,11232,730 3rd Avenue,Kings,Power Plants,68839.396,68769.8,31.75
1003742,WESTCHESTER,IL,60154,11700 W 31ST ST,COOK COUNTY,Waste,106294.198,293.9,106000
1003188,BROWNWOOD,TX,76801,4501 HIGHWAY 377 SOUTH,BROWN COUNTY,Minerals,29520.04,29489.9,13.75
1003739,GUIN,AL,35563,6675 US HIGHWAY 43,MARION COUNTY,Minerals,29837.692,29808.1,13.5
1007698,WAUSAU,WI,54401,144 ROSECRANS ST,MARATHON COUNTY,Other,41528.144,41485.4,19.5
1004206,DECATUR,AL,35609,1400 STATE DOCKS RD.,MORGAN COUNTY,"Chemicals,Industrial Gas Suppliers",38181.6856,36887.4,17.25
1006665,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,"Chemicals,Industrial Gas Suppliers",650245.0238,35151.3,17.5
1004836,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,"Chemicals,Industrial Gas Suppliers,Minerals",24091.662,23309.9,10.5
1003408,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,Minerals,32759.776,32725.8,15.5
1004914,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,Other,37329.26,37290.9,17.5
1004804,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,Other,34976.268,34940.1,16.5
1001106,HOLLAND,MI,49423,491 E 48TH ST,Allegan,Power Plants,55105.196,55049.3,25.5
1000766,NEW YORK,NY,10019,850 12TH AVE,New York,Power Plants,201079.112,200865.7,96
1000767,NEW YORK,NY,10021,506 E 75TH ST,New York,Power Plants,253920.246,253582.5,136
1001033,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,Power Plants,3293747.068,3267724.5,9523.5
1002983,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,Other,57247.084,57187.9,27
1007514,BARCELONETA,PR,00617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,Chemicals,63109.69,63030.5,33
1004511,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,Metals,181168.22,181006.2,53.25
1005353,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,Other,192048.576,191850.2,90.5
1006971,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,Other,100250.064,100116.2,54
1002627,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,"Other,Waste",151051.83,150886.4,80.5
1004761,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,"Other,Suppliers of CO2",75972.164,75893.8,35.75
1005601,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,Minerals,24461.508,24436.3,11.5
1005046,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,Minerals,37964.008,37925.1,17.75
1002731,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,Power Plants,126690.172,126559.2,59.75
1003752,Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,Chemicals,321029.94,321027.2,1.25
1003422,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,Other,93889.296,93792.3,44.25
1002154,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,Other,106717.082,106155,209.25
1006047,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,"Other,Waste",2839787.82,2821683.7,7505.75
1006208,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,"Other,Waste",2160740.234,2143652.6,6431.75
1010610,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,Other,42746.838,42702.7,20
1011855,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,Other,27102.548,27074.6,12.75
1000376,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,Other,96735.636,96635.9,45.5
1006080,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,Pulp and Paper,21700.268,21677.8,10.25
1000034,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,Other,151811.58,150758.8,386.75
1014236,Southport,NC,28461,1730 E Moore Street SE,BRUNSWICK COUNTY,Chemicals,89098.308,89005.1,42.25
1011961,Valdosta,GA,31601,1841 Clay Road,LOWNDES COUNTY,Other,63147.99,63078.5,30.75
1001845,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD COUNTY,Waste,21202.688,357.4,20843.5
1003038,MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,Waste,31791.7,80.2,31711.5
1001637,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE COUNTY,Waste,132970.988,503.6,132443.25
1006963,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,Waste,38047.448,692.4,37354.75
1000627,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,Other,60013.56,59948.8,29
1000630,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,"Chemicals,Suppliers of CO2",1163957.716,1163400.4,254.25
1005310,GUAYAMA,PR,00785,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA MUNICIPIO,Power Plants,3474944.396,3451922.8,8419
1001444,LONG BEACH,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,Power Plants,1762449.42,1760660.2,816.25
1005972,KAPOLEI,HI,96707,91-086 KAOMI LP,HONOLULU COUNTY,Power Plants,642018.812,636257.4,2105.25
1001447,HUNTINGTON BEACH,CA,92646,21730 NEWLAND ST,Orange,Power Plants,1542174.184,1540608,714.5
1001450,REDONDO BEACH,CA,90277,1100 N HARBOR DRIVE,Los Angeles,Power Plants,197812.016,197610.9,91.75
1001223,CUMBERLAND,MD,21502,11600 MEXICO FARMS RD SE,Allegany,"Power Plants,Suppliers of CO2",1406084.794,1394818.1,4121.25
1003853,SAUGET,IL,62201,501 MONSANTO AVE.,ST. CLAIR COUNTY,Petroleum and Natural Gas Systems,51466.256,51413.1,24.25
1007551,Ogdensburg,NY,13669,21 Entrance Avenue,ST. LAWRENCE COUNTY,Power Plants,6188.476,6181.9,3
1002069,EMMETSBURG,IA,50536,4739 380TH ST,PALO ALTO COUNTY,Other,24229.608,24204.4,11.5
1006054,EAGLE GROVE,IA,50533,500 NORTH COMMERCIAL AVENUE,WRIGHT COUNTY,Other,71687.28,71613.3,33.75
1002408,SHELDON,IA,51201,804 2ND AVE,O'BRIEN COUNTY,Other,27479.596,27451.1,13
1002291,DAWSON,MN,56232,800 DIAGONAL STREET,LAC QUI PARLE COUNTY,Other,39250.652,39210.1,18.5
1007333,RICHMOND,KY,40475,201 DUNCANNON LANE,MADISON COUNTY,Minerals,97672.952,97605,31
1002067,HASTINGS,NE,68901,2801 E 7TH ST,ADAMS COUNTY,Other,190387.12,189003.5,507.5
1005284,LUVERNE,MN,56156,502 SOUTH WALNUT AVENUE,ROCK COUNTY,"Chemicals,Waste",2274.992,2262.8,11
1002380,BORGER,TX,79007,9201 FM 1551,HUTCHINSON COUNTY,"Chemicals,Suppliers of CO2",1026667.268,1026151.6,235.25
1004236,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,Chemicals,142910.896,9554.8,0.5
1001919,EDDYVILLE,IA,52553,1116 Highway 137,MONROE COUNTY,Other,116859.66,116739.1,55
1003780,PORT NECHES,TX,77651,2121 PARK STREET,JEFFERSON COUNTY,Chemicals,3054.888,3051.6,1.5
1006115,GEISMAR,LA,70734,36597 HWY 30,ASCENSION PARISH,Chemicals,446311.82,445851.5,210
1003591,GEISMAR,LA,70734,36183 HWY 30,ASCENSION PARISH,Power Plants,150611.168,150378.3,94
1002430,BAYTOWN,TX,77520,5503 WEST BAKER ROAD,HARRIS COUNTY,Chemicals,59959.824,59897.9,28.25
1002435,WILMINGTON,CA,90744,700 HENRY FORD AVENUE,LOS ANGELES COUNTY,Chemicals,769824.62,769236.9,173.5
1005149,CLAREMONT,MN,55924,797 5th Street,DODGE COUNTY,Other,203160.136,202950.8,95.5
1000129,WARTHEN,GA,31094,1600 MILLS LINDSEY SCHOOL ROAD,Washington,Power Plants,104385.06,104278.2,48.75
1007917,PERDUE HILL,AL,36470,2373 LENA LANDEGGER HWY,MONROE COUNTY,"Pulp and Paper,Waste",362369.026,247123.5,109013.75
1007272,DALTON,GA,30720,2001 ANTIOCH ROAD,WHITFIELD COUNTY,Other,35587.164,35549.9,17
1003402,PASADENA,TX,77503,2500 N. SOUTH ST.,HARRIS COUNTY,Chemicals,44964.018,44914.9,22
1004307,MAGNOLIA,AR,71753,2270 HWY 79 SOUTH OF MAGNOLIA,COLUMBIA COUNTY,Chemicals,82972.088,82886.6,39
1003562,FERNDALE,WA,98248,4050 MOUNTAIN VIEW RD.,WHATCOM COUNTY,"Metals,Waste",9286.044,1385.4,7899.75
1005862,KEYSER,WV,26726,210 STATE ROUTE 956,MINERAL COUNTY,Other,23694.06,23669.4,11.25
1007192,LA HARPE,KS,66751,1170 2800TH ST,ALLEN COUNTY,Waste,67175.9,62.6,67083.5
1007645,TAYLOR,PA,18517,398 KEYSER AVENUE,LACKAWANNA COUNTY,Waste,46422.848,641.8,45780.75
1000048,INDIANAPOLIS,IN,46222,One Allison Way,MARION COUNTY,Other,6229.848,6208.4,6.25
1004327,Benton,AR,72015,4701 ALCOA ROAD,SALINE COUNTY,Metals,67719.696,67650.1,31.75
1007622,KROTZ SPRINGS,LA,70750,356 S. LEVEE RD,ST. LANDRY PARISH,"Petroleum Product Suppliers,Refineries",549791.67,545742.4,1966.25
1007291,MARRIOTTSVILLE,MD,21104,2350 MARRIOTTSVILLE ROAD,HOWARD COUNTY,Waste,21114.928,77.4,21034.25
1013670,Dunbar,WV,25064,250 Carbide Rd,KANAWHA COUNTY,Chemicals,105582.152,105473.1,49.75
1007401,HAVERHILL,OH,45636,1019 HAVERHILL OHIO FURNACE ROAD,SCIOTO COUNTY,Chemicals,27363.796,27335.3,13
1007263,BOARDMAN,OR,97818,71335 RAIL LOOP DRIVE,MORROW COUNTY,"Other,Suppliers of CO2",39160.352,39119.8,18.5
1007264,BURLEY,ID,83318,2600 WASHINGTON AVENUE,CASSIA COUNTY,Other,56649.236,56590.6,26.75
1003268,ALTON,IL,62002,#5 CUT ST.,MADISON COUNTY,Metals,22162.344,22147,7
1005781,VALDEZ,AK,99686,300 DAYVILLE ROAD,VALDEZ-CORDOVA CENSUS AREA,Other,21050.856,20978.1,21.5
1005491,CALVERT,AL,36513,1 AM/NS Way,MOBILE COUNTY,Metals,518893.396,518358,244.25
1005712,TWIN FALLS,ID,83301,2320 ORCHARD DR. E.,TWIN FALLS COUNTY,Minerals,231526.702,230940.9,228.5
1006412,PAUL,ID,83347,50 SOUTH 500 WEST,MINIDOKA COUNTY,"Minerals,Waste",285565.916,275239.9,10015.5
1005707,NAMPA,ID,83687,138 WEST KARCHER ROAD,CANYON COUNTY,"Minerals,Waste",353112.428,204549.1,148418.5
1007178,SYLACAUGA,AL,35150,125 THOMPSON LANE,Talladega,Power Plants,55059.296,55003.4,25.5
1004732,PASADENA,TX,77507,"4631 Old Hwy 146, Suite B",HARRIS COUNTY,Chemicals,73207.924,73132.3,34.5
1005432,TULSA,OK,74116,3800 NORTH MINGO ROAD,TULSA COUNTY,Other,35268.82,35223.5,18.5
1004417,KERMAN,CA,93630,18950 W AMERICAN AVENUE,FRESNO COUNTY,Waste,113433,0,113433
1005327,BIRMINGHAM,AL,35207,2930 NORTH 16TH STREET,JEFFERSON COUNTY,Metals,168767.704,168042.1,271.75
1006354,CROOKSTON,MN,56716,1201 Hwy 75 South,POLK COUNTY,"Minerals,Waste",303364.394,268303.1,34002.5
1005751,EAST GRAND FORKS,MN,56721,1020 Business Hwy 2,POLK COUNTY,"Minerals,Waste",358089.272,286119.6,69879.5
1005753,HILLSBORO,ND,58045,121 Highway 81 NE,TRAILL COUNTY,"Minerals,Waste",473350.736,414629.9,56856.25
1006877,MOORHEAD,MN,56560,2500 NORTH 11TH STREET,CLAY COUNTY,"Minerals,Waste",312400.476,266214.4,45139.5
1002552,SAND SPRINGS,OK,74063,212 N. 177TH W. AVENUE,OSAGE COUNTY,Waste,241505.994,36.6,241431.25
1000007,BERNALILLO,NM,87004,1000 N HILL RD,SANDOVAL COUNTY,Minerals,16693.588,16676.6,7.75
1005175,DUKE,OK,73532,0.25 MILES W OF,JACKSON COUNTY,Minerals,96069.888,95970.7,45.25
1007404,GYPSUM,CO,81637,740 Highway #6,EAGLE COUNTY,Minerals,75047.368,74970.1,35.25
1004845,ALBUQUERQUE,NM,87113,4600 Paseo Del Norte NE,BERNALILLO COUNTY,Minerals,46102.876,46055.2,21.75
1005590,BRADFORD,PA,16701,77 NORTH KENDALL AVENUE,MCKEAN COUNTY,"Petroleum Product Suppliers,Refineries",111088.56,109595,981
1001860,ARABI,LA,70032,7417 N PETERS ST,ST. BERNARD PARISH,Other,140597.52,140452.3,66.25
1006919,LOUISVILLE,KY,40216,4500 CAMPGROUND ROAD,JEFFERSON COUNTY,Other,160339.736,159458.6,327.75
1001962,ST. JAMES,LA,70086,9901 HWY 18,ST. JAMES PARISH,Chemicals,596881.73,595588.8,425.75
1005072,JUNCOS,PR,00777,RD 31 KM 24.6,JUNCOS MUNICIPIO,Chemicals,36979.004,36853.2,37
1008730,Fremont,OH,43420,1275 Miarer Rd,SANDUSKY COUNTY,Power Plants,1510774.752,1509240.9,699.75
1004746,CAMAS,WA,98607,4200 NW PACIFIC RIM BLVD,CLARK COUNTY,Other,18988.73018,2173.1,1
1006810,MONACA,PA,15061,400 9TH STREET,BEAVER COUNTY,Minerals,35946.752,35919.9,12.25
1004508,LANCASTER,OH,43130,1115 WEST FIFTH AVENUE,FAIRFIELD COUNTY,Minerals,83887.484,83814.6,33.25
1007341,EAGLE RIVER,AK,99577,15500 E. EAGLE RIVER LOOP RD,ANCHORAGE MUNICIPALITY,Waste,171802.698,66.4,171736
1002263,STERLINGTON,LA,71280,350 LOUISIANA HIGHWAY 2,OUACHITA PARISH,Chemicals,138350.162,100093.4,47.5
1002576,BALDWINSVILLE,NY,13027,2885 BELGIUM ROAD,ONONDAGA COUNTY,"Other,Suppliers of CO2",25630.898,25582.3,18.5
1006111,COLUMBUS,OH,43229,700 SCHROCK ROAD,FRANKLIN COUNTY,Other,34823.134,34769.2,21.75
1002867,VAN NUYS,CA,91406,15800 ROSCOE BOULEVARD,LOS ANGELES COUNTY,Other,32789.542,32727.1,24
1003352,FORT COLLINS,CO,80524,2351 BUSCH DRIVE,LARIMER COUNTY,Other,40062.646,40020.7,19
1003176,WILLIAMSBURG,VA,23185,7801 POCAHONTAS TRAIL,JAMES CITY COUNTY,Other,34176.82,34141.2,16.25
1003224,HOUSTON,TX,77029,775 GELLHORN DRIVE,HARRIS COUNTY,Other,41103.8,41041.3,25.25
1002915,MERRIMACK,NH,03054,221 DANIEL WEBSTER HIGHWAY,HILLSBOROUGH COUNTY,"Other,Suppliers of CO2",14890.358,14867.4,9.25
1006147,JACKSONVILLE,FL,32218,111 BUSCH DR.,DUVAL COUNTY,Other,55669.492,55591.1,32.5
1006904,CARTERSVILLE,GA,30120,100 BUSCH DR.,BARTOW COUNTY,Other,19426.796,19378.9,17.5
1003525,NEWARK,NJ,07114,200 US HIGHWAY ONE,ESSEX COUNTY,Other,23836.13,23805,13.25
1007710,PALMDALE,CA,93551,1200 WEST CITY RANCH ROAD,LOS ANGELES COUNTY,Waste,58294.25,112,58182.25
1001908,St. David,AZ,85630,1436 SOUTH APACHE POWDER ROAD,COCHISE COUNTY,Chemicals,462939.672,27224.4,12.75
1006777,AMSTERDAM,OH,43903,11 COUNTY ROAD 78,JEFFERSON COUNTY,Waste,627143.448,87.9,627055.25
1004352,LAS VEGAS,NV,89165,13550 US HIGHWAY 93 NORTH,CLARK COUNTY,Waste,79221.752,312.8,78797.5
1000793,APPLE GROVE,WV,25502,27610 Huntington Road,MASON COUNTY,Other,42061.592,42018.3,19.75
1002596,APPLETON,WI,54911,825 E WISCONSIN AVE,OUTAGAMIE COUNTY,Pulp and Paper,28461.892,28432.3,13.5
1001423,RED ROCK,AZ,85245,MAIL POST 228,Pinal,Power Plants,63795.312,63730.1,29.75
1001422,PHOENIX,AZ,85043,4606 WEST HADLEY,Maricopa,Power Plants,1052152.64,1051081.3,488.75
1005906,JONESBORO,AR,72401,516 WEST JOHNSON AVENUE,CRAIGHEAD COUNTY,Minerals,36572.232,36539.9,14.75
1008034,NORTHVILLE,MI,48167,10690 W. SIX MILE RD,WASHTENAW COUNTY,Waste,191683.1,150.6,191532.5
1005385,SHELBY,OH,44875,132-140 W MAIN ST,RICHLAND COUNTY,Metals,63133.712,63068.5,29.75
1002916,COLUMBUS,NE,68601,3000 E 8TH STREET,PLATTE COUNTY,"Other,Waste",1163382.686,1150058.3,7965.75
1001945,MARSHALL,MN,56258,400 WEST ERIE ROAD,LYON COUNTY,"Other,Suppliers of CO2,Waste",170379.31,169733,543.5
1003215,FRANKFORT,IN,46041,2191 W CR 0 NS,CLINTON COUNTY,Other,48791.116,48740.7,23
1005935,LINCOLN,NE,68507,7800 THAYER STREET,LANCASTER COUNTY,Other,153579.564,152500,396.25
1005940,VELVA,ND,58790,1388 HIGHWAY 97,MCHENRY COUNTY,Other,41737.992,41694.7,19.75
1004649,LAFAYETTE,IN,47905,3131 E MAIN ST,TIPPECANOE COUNTY,Metals,38859.304,38819.3,18.25
1002795,ALCOA,TN,37701,2300 N WRIGHT RD,BLOUNT COUNTY,Metals,203730.884,203521,95.75
1003456,WASHINGTON,PA,15301,200 Rangos Lane,WASHINGTON COUNTY,Waste,24628.32,96.9,24445
1006659,CALERA,AL,35040,8039 HIGHWAY 25,SHELBY COUNTY,Minerals,902389.638,898651,1405
1007566,MARTINSBURG,WV,25401,1826 SOUTH QUEEN STREET,BERKELEY COUNTY,Minerals,937470.27,934718,1004.5
1006199,TEMPE,AZ,85281,"300 E. University Drive, Suite 320",MARICOPA COUNTY,Other,61764.468,61700.9,29
1006203,LIBERAL,KS,67901,8664 RD P,SEWARD COUNTY,"Other,Suppliers of CO2",103713.76,103606.9,48.75
1002209,BATESVILLE,AR,72501,600 LIMEDALE ROAD,INDEPENDENCE COUNTY,Minerals,438969.084,438276,236.25
1005801,NEWPORT,AR,72112,2803 VAN DYKE ROAD,JACKSON COUNTY,Metals,56498.196,56469.7,13
1006644,BEAUMONT,TX,77701,2810 GULF STATES ROAD,JEFFERSON COUNTY,Chemicals,54183.896,54128,25.5
1006797,PASADENA,TX,77507,9502 BAYPORT BLVD STE B,HARRIS COUNTY,Chemicals,89531.164,89439.1,42
1005721,CALVERT CITY,KY,42029,4444 INDUSTRIAL PARKWAY,MARSHALL COUNTY,"Chemicals,Industrial Gas Suppliers",338828.4875,61768.4,29
1013817,Orange,TX,77630,4647 FM 1006,ORANGE COUNTY,Other,210148.208,209931.2,99
1006785,CABOT,PA,16023,100 CLEARFIELD ROAD,BUTLER COUNTY,Minerals,214892,213998.8,327
1003208,MARIETTA,PA,17547,1507 RIVER ROAD,LANCASTER COUNTY,Other,71853.88,71779.9,33.75
1002968,PENSACOLA,FL,32505,300 SOUTH MYRICK ST,ESCAMBIA COUNTY,Other,25162.856,25137.1,11.75
1002494,AMARILLO,TX,79108,7001 NORTH HIGHWAY 136,POTTER COUNTY,Metals,10896.708,10885.2,5.25
1002486,Hayden,AZ,85135,866 N. Hayden Avenue,GILA COUNTY,Metals,494.048,493.5,0.25
1002665,CHANUTE,KS,66720,1801 NORTH SANTA FE STREET,NEOSHO COUNTY,Minerals,1398631.804,1396762.1,685.75
1002421,MIDLOTHIAN,TX,76065,900 GIFCO ROAD,ELLIS COUNTY,Minerals,696149.328,694587.1,620.25
1002527,DURKEE,OR,97905,33060 SHIRTTAIL CREEK ROAD,BAKER COUNTY,Minerals,680159.47,679086.2,405.75
1007552,LOUISVILLE,NE,68037,16215 HWY. 50,CASS COUNTY,Minerals,721231.572,720883.5,142.75
1002531,CLANCY,MT,59634,100 HIGHWAY 518,JEFFERSON COUNTY,Minerals,342054.86,340682.7,502
1002537,SEATTLE,WA,98134,3801 EAST MARGINAL WAY SOUTH,KING COUNTY,Minerals,315155.07,314638.9,206.25
1007606,Foreman,AR,71836,4343 HWY 108,LITTLE RIVER COUNTY,Minerals,727215.05,726513,262.5
1003496,SAINT LOUIS,MO,63102,1 ASHLEY STREET,ST. LOUIS CITY,Power Plants,62826.064,62761.4,29.5
1004576,ASTORIA,NY,11105,17-10 STEINWAY ST,QUEENS COUNTY,Power Plants,2912919.394,2909466.1,1463.25
1005442,CUDAHY,WI,53110,5481 S PACKARD AVE,MILWAUKEE COUNTY,Other,48195.568,48145.7,22.75
1006778,MONROE,NC,28110,2020 ASHCRAFT AVENUE,UNION COUNTY,Metals,58222.722,58161,27.75
1002571,Promontory,UT,84307,9160 North Highway 83,BOX ELDER COUNTY,Other,50124.202,50061,26.25
1007929,GRAMERCY,LA,70052,1111 E AIRLINE HIGHWAY,ST. JAMES PARISH,Metals,732457.09,731701.1,344.75
1001858,EGG HARBOR TOWNSHIP,NJ,08234,6700 Delilah Road,ATLANTIC COUNTY,Waste,44219.6,131.1,44088.5
1003826,WAVERLY,VA,23890,3474 ATLANTIC LN,SUSSEX COUNTY,Waste,75908.148,1242.6,74665.25
1003034,AUBURN,NY,13021,311 NORTH DIVISION STREET,CAYUGA COUNTY,Waste,1919.398,324.6,1594.5
1005000,HENDERSON,KY,42420,3055 OHIO DR.,HENDERSON COUNTY,Metals,47873.32,47824,22.5
1006344,STAUNTON,VA,24401,749 Christians Creek Road,AUGUSTA COUNTY,Waste,101620.9,35.9,101585
1007346,AUSTIN,TX,78728,14001 MCNEIL ROAD,TRAVIS COUNTY,Minerals,210780.592,210709.9,32.25
1006132,ZEELAND,MI,49464,700 56TH AVENUE,OTTAWA COUNTY,Waste,85419.598,279.3,85140
1003033,AVA,NY,13303,7044 ST RTE 294,ONEIDA COUNTY,Waste,72326.798,110.5,72216
1007682,AZUSA,CA,91702,1211 W GLADSTONE ST,LOS ANGELES COUNTY,Waste,131279.25,181,131098.25
1000378,Casa Grande,AZ,85193,1250 West Maricopa Highway,PINAL COUNTY,Other,25403.404,25377.1,12
1012993,Columbus,OH,43215,585 Cleveland Ave,FRANKLIN COUNTY,Other,26943.048,26915.1,12.75
1003205,ALTAVISTA,VA,24517,1518 MAIN STREET,CAMPBELL COUNTY,Other,28847.292,28817.7,13.5
1001347,EUNICE,LA,70535,30385 CROWLEY EUNICE HWY,Acadia,Power Plants,2044980.672,2042904.3,947.25
1000125,ACKERMAN,MS,39735,2510 PENSACOLA ROAD,Choctaw,Power Plants,1616913.072,1615247.7,759.75
1011325,Denton,TX,76205,220 East Daniels St,DENTON COUNTY,Minerals,20869.272,20847.9,9.75
1012051,Malakoff,TX,75148,402 E Bartlett,HENDERSON COUNTY,Minerals,22389.216,22366.2,10.5
1003446,Boise,ID,83714,10300 Seaman's Gulch Road,ADA COUNTY,Waste,98454.332,4.7,98402.25
1000089,PHILADELPHIA,PA,19137,2501 MARGARET STREET,Philadelphia,Chemicals,157464.408,157302.2,74
1006553,Chillicothe,IL,61523,1823 East Boy Scout Road,PEORIA COUNTY,Power Plants,125794.376,125664.5,59.25
1002316,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,Petroleum and Natural Gas Systems,58940.128,58879.3,27.75
1002156,Fellows,CA,93224,25401 Highway 33,KERN COUNTY,Petroleum and Natural Gas Systems,105344.404,105235.9,49.5
1006844,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,Petroleum and Natural Gas Systems,222160.764,221931.7,104.5
1006845,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,Petroleum and Natural Gas Systems,1409271.692,1407817.3,663.5
1003702,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,Petroleum and Natural Gas Systems,12203.704,12191.1,5.75
1002315,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,Petroleum and Natural Gas Systems,43476.936,43432,20.5
1006405,Coalinga,CA,93210,29010 Shell Road,FRESNO COUNTY,Petroleum and Natural Gas Systems,177776.38,177592.8,83.75
1012480,Maricopa,CA,93525,29235 Highway 33,KERN COUNTY,Petroleum and Natural Gas Systems,7054.324,7047.2,3.25
1005790,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,Petroleum and Natural Gas Systems,132506.7,132369.7,62.5
1006914,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,Petroleum and Natural Gas Systems,115681.364,115561.9,54.5
1005635,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,Petroleum and Natural Gas Systems,21000.472,20979.1,9.75
1012475,Coalinga,CA,93210,29010 Shell Road,FRESNO COUNTY,Petroleum and Natural Gas Systems,31373.832,31341.5,14.75
1006846,San Ardo,CA,93450,66893 Sargent Road,MONTEREY COUNTY,Petroleum and Natural Gas Systems,243245.384,242994.4,114.5
1009944,Fellows,CA,93224,25401 Highway 33,KERN COUNTY,Petroleum and Natural Gas Systems,47421.972,47373.2,22.25
1006556,LA MESA,NM,88044,10100 WEST AFTON ROAD,Dona Ana,Power Plants,365777.544,365406,169.5
1013891,Aberdeen,SD,57401,4815 8th Avenue,BROWN COUNTY,Other,56645.336,56586.7,26.75
1002365,Sergeant Bluff,IA,51054,2753 Port Neal Circle,WOODBURY COUNTY,Other,72252.928,72178.4,34
1010699,Coalville,UT,84017,6375 W. Three Mile Canyon Road,SUMMIT COUNTY,Minerals,40247.95,39930.8,116
1012864,Jeorme,ID,83338,547 West Nez Perce,JEROME COUNTY,Other,30498.236,30467,14.25
1012857,Luxemburg,WI,54217,2915 County Road Ab,BROWN COUNTY,Other,29937.588,29906.9,14
1013643,Lake Norden,SD,57248,408 Dakota Street,HAMLIN COUNTY,Other,49040.116,48989.7,23
1007206,GLENDALE,AZ,85303,7302 W NORTHERN AVE,Maricopa,Power Plants,82528.992,82445.1,38
1000423,COLTON,CA,92324,2040 AGUA MANSA ROAD,San Bernardino,Power Plants,7803.572,7795.9,3.5
1007273,MOSINEE,WI,54455,100 MAIN STREET,MARATHON COUNTY,"Pulp and Paper,Waste",207897.83,196484.6,9994.75
1011038,Taylorville,IL,62568,1200 East Elm Street,CHRISTIAN COUNTY,Pulp and Paper,15820.04,15803.6,7.5
1005991,RHINELANDER,WI,54501,515 W DAVENPORT ST,ONEIDA COUNTY,Other,148758.138,148224.8,203.75
1004045,DEPERE,WI,54115,200 MAIN AVE,BROWN COUNTY,Other,52541.052,52486.8,24.75
1003160,La Porte,TX,77571,10202 Strang Rd,HARRIS COUNTY,Chemicals,47329.792,47313.9,7.25
1006402,Port Arthur,TX,77640,1801 S Gulfway Dr within Valero Refinery,JEFFERSON COUNTY,"Chemicals,Suppliers of CO2",2256843.388,2255676.6,457.25
1007208,San Antonio,TX,78266,6055 West Green Mountain Road,BEXAR COUNTY,Minerals,737491.868,735484.6,736
1010937,Anchorage,AK,99503,4831 Eagle Street,ANCHORAGE MUNICIPALITY,Power Plants,30577.85,30472.1,31.25
1012844,Albany,GA,31705,508 Liberty Expressway SE,DOUGHERTY COUNTY,Power Plants,9764.758,1057,1251.5
1003570,Pasadena,TX,77507,13000 Bay Park Road,HARRIS COUNTY,Chemicals,109043.136,108930.2,51.25
1009825,Bronx,NY,10461,1300 Morris Park Ave,BRONX COUNTY,Other,34558.22,34522.6,16.25
